session_id,worker_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,First language,Fluent languages,Nationality,Sex,Student Status
5f5deca7c810f60303caafbe,5838532eaac091000137f09e,APPROVED,2020-09-13 09:55:51.384000,2020-09-13 10:08:23.504000,752.12,66.0,766,7,99,2020-09-15 20:29:32.262000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,,English,United Kingdom,Male,No
5f5e8ada4cddcc73212bb9e8,5898b6e256357700011c2c6b,APPROVED,2020-09-13 21:10:55.204000,2020-09-13 21:19:17.900000,502.696,63.0,1060,21,96,2020-09-15 20:30:41.485000,4EDDAF87,United States,United States,Full-Time,English,,"English, Spanish",United States,Male,No
5f5dec01b2a8ef6474a4c1e1,5b0d9494e9270900013bd5a5,APPROVED,2020-09-13 09:53:08.154000,2020-09-13 10:04:31.390000,683.2360000000001,31.0,222,0,100,2020-09-15 20:28:42.198000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Female,No
5f5dec325bbf4b640840ece7,5dc93b9a575da16530499583,APPROVED,2020-09-13 09:54:24.271000,2020-09-13 10:04:26.586000,602.315,27.0,131,0,100,2020-09-15 20:28:54.884000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Female,No
5f5de9f2bb6627025a46383c,5e234d6a25a4d06041453bb0,APPROVED,2020-09-13 09:44:23.430000,2020-09-13 09:56:53.187000,749.757,47.0,246,1,100,2020-09-15 20:27:31.366000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,English,English,United Kingdom,Female,No
5f5dec8a6c67450201deb6af,5e5ab88eb7348d2a74f18606,APPROVED,2020-09-13 09:55:28.549000,2020-09-13 10:07:42.136000,733.587,30.0,46,0,100,2020-09-15 20:29:25.746000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,English,English,United Kingdom,Female,No
5f5de757cc1a3d02047208ee,5e7e069af8a96f493e008ab9,APPROVED,2020-09-13 09:33:14.854000,2020-09-13 09:43:16.295000,601.441,30.0,129,3,98,2020-09-15 20:27:15.995000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Male,No
5f6124b3e45bc209a1f2f72e,5e7e6df49867d653e250ade8,APPROVED,2020-09-15 20:31:54.262000,2020-09-15 20:41:56.428000,602.1659999999998,21.0,249,1,100,2020-09-18 12:46:18.594000,4EDDAF87,United States,United States,Unemployed (and job seeking),English,,English,United States,Male,Yes
5f5deba630ec6f65061a31e1,5e933bbce6812e6768a81eb9,APPROVED,2020-09-13 09:52:19.252000,2020-09-13 09:59:45.454000,446.202,25.0,79,0,100,2020-09-15 20:28:21.811000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Male,No
5f5dead447e6d86371ab4f74,5eafd54c4f8d66000ad64e14,APPROVED,2020-09-13 09:48:11.143000,2020-09-13 09:56:29.640000,498.497,23.0,115,1,100,2020-09-15 20:27:57.120000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,English,English,United Kingdom,Female,No
5f5deabb024fc301ae257a9c,59b57bccd98aab00019bb1a3,APPROVED,2020-09-13 09:47:44.352000,2020-09-13 09:57:59.517000,615.165,49.0,373,7,98,2020-09-15 20:27:50.773000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Female,No
5f5deb04c0c8046402c1c1b3,5ca8eaf9bd0f9e0001c7d7fa,APPROVED,2020-09-13 09:49:21.835000,2020-09-13 10:20:54.994000,1893.159,29.0,363,1,100,2020-09-15 20:28:01.039000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,English,United Kingdom,Female,No
5f5debfc2074a4638fc251fc,5e52baa6e8efe2000dbdee79,APPROVED,2020-09-13 09:53:04.661000,2020-09-13 10:07:46.177000,881.5160000000003,960.0,119,0,100,2020-09-15 20:28:34.456000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,"French, English",United Kingdom,Female,No
5f5e8ad940d99b7427f1c7e5,5e8a76b3939b3072dc76fb5c,APPROVED,2020-09-13 21:10:49.690000,2020-09-13 21:18:22.489000,452.799,23.0,313,3,99,2020-09-15 20:30:37.216000,4EDDAF87,United States,United States,Other,English,,"English, Spanish",United States,Male,Yes
5f5dec772b5106639f9ad734,5e917b152952914a6d3043c2,APPROVED,2020-09-13 09:55:16.279000,2020-09-13 10:09:19.332000,843.053,67.0,93,2,99,2020-09-15 20:29:12.719000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,,English,United Kingdom,Female,No
5f5e727d67e28b719cccb639,5ed026a4fd66120e0eb48e69,APPROVED,2020-09-13 19:26:57.641000,2020-09-13 19:49:28.581000,1350.94,25.0,225,1,100,2020-09-15 20:30:20.877000,4EDDAF87,United States,United States,Unemployed (and job seeking),English,English,English,United States,Female,Yes
5f5ded0b5a310864e8fd108a,5ee8e96f94cc2222aadb99af,APPROVED,2020-09-13 09:57:33.754000,2020-09-13 10:09:14.129000,700.375,18.0,26,0,100,2020-09-15 20:29:44.968000,4EDDAF87,United Kingdom,United Kingdom,DATA EXPIRED,English,English,"Japanese, English",Japan,Female,DATA EXPIRED
5f5e8adb5ec0807482415e39,5f0121307086ce26f958afb2,APPROVED,2020-09-13 21:10:54.042000,2020-09-13 21:21:19.038000,624.996,25.0,119,1,100,2020-09-15 20:30:43.503000,4EDDAF87,United States,United States,Unemployed (and job seeking),English,,English,United States,Male,No
5f5dec6e05e46763bf8f6dc0,5f107c6479c9e00788c3df28,APPROVED,2020-09-13 09:54:54.315000,2020-09-13 10:02:14.531000,440.216,18.0,20,1,99,2020-09-15 20:29:11.093000,4EDDAF87,United Kingdom,United Kingdom,Unemployed (and job seeking),English,,English,United Kingdom,Male,Yes
5f5e8ade6aeefe7515dbe4f5,5f272d636c2541506e18d3da,APPROVED,2020-09-13 21:10:54.641000,2020-09-13 21:21:38.960000,644.319,31.0,43,1,100,2020-09-15 20:30:45.602000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,English,United Kingdom,Male,No
5f5ded3b14f7226533459455,5a7f5210b093f80001a7a682,APPROVED,2020-09-13 09:58:23.059000,2020-09-13 10:08:20.464000,597.405,31.0,15,0,100,2020-09-15 20:29:46.497000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,English,United Kingdom,Female,No
5f5de79062497c01566b2c51,5aeab7a779d448000163de2e,APPROVED,2020-09-13 09:34:07.988000,2020-09-13 09:55:33.547000,1285.559,39.0,93,2,99,2020-09-15 20:27:18.228000,4EDDAF87,Australia,Australia,Part-Time,English,,English,Australia,Female,No
5f5deb798cebbb0154d69c86,5b662445d6505f0001919e5c,APPROVED,2020-09-13 09:50:49.195000,2020-09-13 10:02:00.627000,671.432,35.0,398,1,100,2020-09-15 20:28:13.676000,4EDDAF87,Canada,United States,Full-Time,English,,English,Canada,Male,No
5f5deae50093336476788df7,5c4b6366c547dc0001934854,APPROVED,2020-09-13 09:48:27.891000,2020-09-13 10:01:03.894000,756.003,45.0,106,1,100,2020-09-15 20:27:58.893000,4EDDAF87,United Kingdom,United Kingdom,Part-Time,English,,English,United Kingdom,Female,No
5f5debccdb9698640f1348d6,5c9753d92addb90016bd412a,APPROVED,2020-09-13 09:52:17.327000,2020-09-13 10:03:44.471000,687.1439999999999,41.0,168,1,100,2020-09-15 20:28:26.095000,4EDDAF87,United Kingdom,United Kingdom,Part-Time,English,,English,United Kingdom,Female,No
5f5dec12c0c80464bd4da1fc,5da855e8db29f000128d738a,APPROVED,2020-09-13 09:53:25.785000,2020-09-13 10:05:16.272000,710.487,34.0,244,1,100,2020-09-15 20:28:46.456000,4EDDAF87,United Kingdom,United Kingdom,Part-Time,English,English,English,United Kingdom,Female,No
5f5dec8cce87876430293e9e,5ebfca956e9820013c911d22,APPROVED,2020-09-13 09:55:27.697000,2020-09-13 10:11:15.877000,948.18,20.0,63,0,100,2020-09-15 20:29:27.984000,4EDDAF87,United Kingdom,United Kingdom,Part-Time,English,,English,United Kingdom,Female,Yes
5f5dec8427005664bc40172b,5f0c10b787a3fe533f292145,APPROVED,2020-09-13 09:55:19.904000,2020-09-13 10:13:32.236000,1092.332,26.0,44,0,100,2020-09-15 20:29:19.428000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,English,English,United Kingdom,Female,No
5f5e72e7316470719adc2dfb,5f127dfdebc35e072317bc00,APPROVED,2020-09-13 19:28:39.670000,2020-09-13 19:37:41.251000,541.581,20.0,125,1,100,2020-09-15 20:30:23.279000,4EDDAF87,United States,United States,Unemployed (and job seeking),English,English,English,United States,Female,Yes
5f5e6eb123803b716cea163d,5f56a4525e6f8a0fc2596d89,APPROVED,2020-09-13 19:10:41.387000,2020-09-13 19:21:30.631000,649.244,22.0,14,0,100,2020-09-15 20:30:09.777000,4EDDAF87,United Kingdom,United Kingdom,Other,,English,English,United Kingdom,Male,Yes
5f5deba3f7a8c7643c4667ac,5be09c0b8fc4d600011b8028,APPROVED,2020-09-13 09:51:31.807000,2020-09-13 10:03:02.839000,691.0319999999997,57.0,223,3,99,2020-09-15 20:28:17.874000,4EDDAF87,United Kingdom,United Kingdom,Part-Time,English,English,English,United Kingdom,Female,No
5f5dec397e4af264c97d0663,5c2d2f00731cd10001b64570,APPROVED,2020-09-13 09:54:10.366000,2020-09-13 10:10:25.851000,975.485,64.0,491,2,100,2020-09-15 20:29:01.163000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Male,No
5f5e6eadef698a0f6f2ba49c,5e22f8f46e850f000a7f7a0e,APPROVED,2020-09-13 19:10:37.073000,2020-09-13 19:19:00.740000,503.667,24.0,262,1,100,2020-09-15 20:30:03.468000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,English,English,United Kingdom,Female,No
5f5deb95c40c04646f292342,5ea04013121784062a817e26,APPROVED,2020-09-13 09:51:21.323000,2020-09-13 10:12:57.576000,1296.253,66.0,101,1,100,2020-09-15 20:28:15.840000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,English,United Kingdom,Male,No
5f5decb8fc41a564bc449e99,5ebecb3f7899980b68a9898a,APPROVED,2020-09-13 09:56:13.180000,2020-09-13 10:10:25.359000,852.179,34.0,56,0,100,2020-09-15 20:29:40.740000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,English,United Kingdom,Female,No
5f5de7e984523b6479e167bd,5ece98f49055f40c58e7d356,APPROVED,2020-09-13 09:35:39.076000,2020-09-13 09:46:52.861000,673.785,32.0,56,0,100,2020-09-15 20:27:20.387000,4EDDAF87,United Kingdom,United Kingdom,Part-Time,English,English,English,United Kingdom,Female,Yes
5f5deacdbacc0264632649b5,5eeb44846580b82a6276a1dd,APPROVED,2020-09-13 09:48:13.038000,2020-09-13 10:03:47.018000,933.98,57.0,56,0,100,2020-09-15 20:27:55.025000,4EDDAF87,United Kingdom,,Part-Time,English,,English,United Kingdom,Male,No
5f5debfdc810f60406e70d0b,5f2d51163ed6a206cb739054,APPROVED,2020-09-13 09:53:06.537000,2020-09-13 10:02:26.631000,560.094,31.0,12,0,100,2020-09-15 20:28:38.295000,4EDDAF87,South Africa,United Kingdom,Full-Time,DATA EXPIRED,English,"Afrikaans, English",United Kingdom,Female,No
5f5e731d8e6d037121dc5a25,5f5003e56be85815f18786dc,APPROVED,2020-09-13 19:29:37.767000,2020-09-13 19:38:20.933000,523.1659999999998,26.0,47,0,100,2020-09-15 20:30:29.415000,4EDDAF87,United States,United States,Full-Time,DATA EXPIRED,English,English,United States,Male,No
5f5dec827a4abb63eec00dc4,5b4995367b8c2b0001b3d81a,APPROVED,2020-09-13 09:55:17.016000,2020-09-13 10:06:09.233000,652.217,38.0,201,11,91,2020-09-15 20:29:17.012000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Female,No
5f5dea32d9952564795bb53e,587388b9db3e720001e2320e,APPROVED,2020-09-13 09:52:49.273000,2020-09-13 10:12:03.205000,1153.932,62.0,422,4,99,2020-09-15 20:27:35.672000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,English,United Kingdom,Male,No
5f5de7148b72aa638ec70b01,5aad226f811b2000016f6be2,APPROVED,2020-09-13 09:37:48.401000,2020-09-13 09:50:02.653000,734.252,41.0,225,0,100,2020-09-15 20:27:14.049000,4EDDAF87,Canada,Canada,Unemployed (and job seeking),English,,English,Canada,Male,No
5f5e7d4b00dfd3127e01e0fc,5b421b9ac2e3810001763252,APPROVED,2020-09-13 20:12:59.832000,2020-09-13 20:39:04.949000,1565.1170000000006,32.0,414,2,100,2020-09-15 20:30:35.210000,4EDDAF87,United Kingdom,United Kingdom,Part-Time,English,English,English,United Kingdom,Female,No
5f5dec6c9a3ef664001fe846,5c4729a9685da800014c6fc4,APPROVED,2020-09-13 09:54:52.341000,2020-09-13 10:12:47.125000,1074.784,48.0,292,1,100,2020-09-15 20:29:09.153000,4EDDAF87,United Kingdom,United Kingdom,Other,English,,English,United Kingdom,Female,No
5f5dee1f3cad5904161fc6e9,5ce1ce6755fe0d001a69c829,APPROVED,2020-09-13 10:02:07.227000,2020-09-13 10:12:41.147000,633.92,24.0,96,1,100,2020-09-15 20:29:48.611000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,English,English,United Kingdom,Female,No
5f5decbcb8e641648b420484,5e08b939f9e7501c6b40c650,APPROVED,2020-09-13 09:56:15.101000,2020-09-13 10:06:13.046000,597.945,31.0,250,1,100,2020-09-15 20:29:42.871000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Female,No
5f5dea778bceaa6471d53cea,5e2c7806bb1a6e000cf7f2e8,APPROVED,2020-09-13 09:46:46.747000,2020-09-13 10:20:12.948000,2006.201,43.0,366,2,100,2020-09-15 20:27:46.642000,4EDDAF87,United States,United States,Unemployed (and job seeking),English,English,English,United States,Male,No
5f5deb64fc7fa701aa750c11,5eab13155a85f50c05f6e9f7,APPROVED,2020-09-13 09:50:47.808000,2020-09-13 10:08:46.619000,1078.811,73.0,124,0,100,2020-09-15 20:28:09.282000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,,English,United Kingdom,Female,No
5f5e72e91c93d27139391ceb,5f218e5462e3b6568de0f0e5,APPROVED,2020-09-13 19:28:41.675000,2020-09-13 19:55:01.421000,1579.746,19.0,41,0,100,2020-09-15 20:30:25.230000,4EDDAF87,Canada,Canada,Other,English,English,"English, French",Canada,Female,Yes
5f5e6eb30db6000fd2add9df,5f5a78f92a36a414aa2be733,APPROVED,2020-09-13 19:10:47.962000,2020-09-13 19:30:23.066000,1175.104,28.0,12,0,100,2020-09-15 20:30:13.893000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,,English,English,United Kingdom,Female,Yes
5f5dec877732a264cec564bc,593a605986d9d600010c766a,APPROVED,2020-09-13 09:55:22.730000,2020-09-13 10:03:51.154000,508.424,43.0,408,12,96,2020-09-15 20:29:21.554000,4EDDAF87,United Kingdom,United Kingdom,Part-Time,English,,English,United Kingdom,Male,No
5f5dea139f8bd963f3e987d6,5992f030bf8bcf0001ab6676,APPROVED,2020-09-13 09:45:15.846000,2020-09-13 09:59:22.251000,846.405,40.0,208,2,99,2020-09-15 20:27:33.532000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Female,No
5f5de8da4e9b2564757c5a66,5d204b04b1e50a001a19e385,APPROVED,2020-09-13 09:39:45.839000,2020-09-13 09:47:08.111000,442.272,23.0,270,7,97,2020-09-15 20:27:22.797000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Male,No
5f5decb39a3ef663ae9fc524,5d59358467d37200195a694f,APPROVED,2020-09-13 09:56:04.925000,2020-09-13 10:04:32.401000,507.476,21.0,359,0,100,2020-09-15 20:29:38.579000,4EDDAF87,United Kingdom,United Kingdom,Part-Time,English,English,"Italian, English",United Kingdom,Male,Yes
5f5e6eb3f651ab70be60551c,5da4cdfde1684f00185cd72d,APPROVED,2020-09-13 19:10:43.201000,2020-09-13 19:28:27.066000,1063.865,39.0,65,1,98,2020-09-15 20:30:16.102000,4EDDAF87,Canada,United Kingdom,Part-Time,English,English,English,United Kingdom,Female,No
5f5dec559496f4646c5b1f55,5e13a93a8640209e59703481,APPROVED,2020-09-13 09:54:33.214000,2020-09-13 10:08:29.340000,836.1260000000003,27.0,183,1,100,2020-09-15 20:29:03.293000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,English,United Kingdom,Female,No
5f5debfc6a1f02652b097cf3,5ead3c0924839e3c0827c09c,APPROVED,2020-09-13 09:53:02.794000,2020-09-13 10:00:27.070000,444.276,36.0,112,0,100,2020-09-15 20:28:36.274000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,English,English,United Kingdom,Male,No
5f5df8435c73a36421410439,5eb81fb60439b57757910043,APPROVED,2020-09-13 10:45:23.269000,2020-09-13 10:56:12.886000,649.617,24.0,95,0,100,2020-09-15 20:29:56.991000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,English,English,United Kingdom,Female,No
5f5deba614f72264e11ba93c,5f23dd005a990d1d4fcfee68,APPROVED,2020-09-13 09:51:52.999000,2020-09-13 10:03:30.604000,697.605,21.0,54,1,98,2020-09-15 20:28:19.816000,4EDDAF87,United Kingdom,United Kingdom,Unemployed (and job seeking),English,English,English,United Kingdom,Female,Yes
5f5dea5b2074a4638fc251f8,5f29b61c4201cc12e881eaec,APPROVED,2020-09-13 09:48:51.362000,2020-09-13 09:59:05.359000,613.997,33.0,25,0,100,2020-09-15 20:27:42.089000,4EDDAF87,Ireland,Ireland,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,English,Ireland,Female,No
5f5dea4db2a8ef641445be76,58de356641b43f0001817585,APPROVED,2020-09-13 09:45:55.038000,2020-09-13 09:57:13.002000,677.9639999999997,28.0,156,9,95,2020-09-15 20:27:40.021000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Female,Yes
5f5dec7faac4c6040ce8eb44,58f3b92052ac63000154a9ff,APPROVED,2020-09-13 09:55:14.961000,2020-09-13 10:13:45.046000,1110.085,29.0,209,2,100,2020-09-15 20:29:14.557000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Female,Yes
5f5deca88bceaa651a1b40ad,5c4cdcb14cb4630001ec4955,APPROVED,2020-09-13 09:55:56.512000,2020-09-13 10:15:52.192000,1195.68,65.0,191,3,99,2020-09-15 20:29:34.329000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,,English,United Kingdom,Male,No
5f5e731ad9799471201a5f42,5d0d16d991270800010b7dd7,APPROVED,2020-09-13 19:29:45.380000,2020-09-13 19:52:47.140000,1381.76,36.0,670,2,100,2020-09-15 20:30:27.432000,4EDDAF87,United States,United States,Full-Time,English,English,English,United States,Male,No
5f5deb78c82fa803a9f5cba9,5d4927e399f83a00152bad4c,APPROVED,2020-09-13 09:51:41.248000,2020-09-13 10:07:46.294000,965.046,47.0,399,0,100,2020-09-15 20:28:11.427000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Male,No
5f5df834a5d808647dad24e9,5d51c32fd08b91001718c624,APPROVED,2020-09-13 10:45:08.474000,2020-09-13 11:01:05.433000,956.959,39.0,413,5,99,2020-09-15 20:29:50.634000,4EDDAF87,India,United Kingdom,Full-Time,English,English,"Hindi, English",United Kingdom,Female,No
5f5de92962497c01ac2ee7ff,5ed57594e8f9d7100aac2eba,APPROVED,2020-09-13 09:41:16.969000,2020-09-13 09:53:05.655000,708.686,24.0,21,0,100,2020-09-15 20:27:24.834000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Female,No
5f5e6eb0547cf67183574ff8,5f0499bc945c55739c0fb45a,APPROVED,2020-09-13 19:10:43.954000,2020-09-13 19:31:08.342000,1224.388,40.0,56,2,98,2020-09-15 20:30:07.656000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,Ireland,Male,No
5f5debec5b5eb4646311bfe8,5f088ba29bf08d0b3885f726,APPROVED,2020-09-13 09:53:59.609000,2020-09-13 10:08:38.271000,878.6619999999997,41.0,39,0,100,2020-09-15 20:28:30.205000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Female,No
5f5debf1acd23c03627358a8,5f513b56ab1deb33d94b3e4f,APPROVED,2020-09-13 09:52:51.767000,2020-09-13 10:09:36.042000,1004.275,29.0,17,0,100,2020-09-15 20:28:32.292000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,DATA EXPIRED,English,English,United Kingdom,Female,No
5f5deb426c8344658891c94c,560c2b2d01c38a00127699e9,APPROVED,2020-09-13 09:49:59.266000,2020-09-13 09:56:25.929000,386.663,54.0,970,15,98,2020-09-15 20:28:05.204000,4EDDAF87,United Kingdom,United Kingdom,Part-Time,English,English,English,United Kingdom,Female,No
5f5df842fe674e04b21dcc23,5b94fc0fc168f80001104860,APPROVED,2020-09-13 10:45:26.316000,2020-09-13 10:52:27.092000,420.776,45.0,198,7,96,2020-09-15 20:29:55.096000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Female,No
5f5dea7562497c01ac2ee800,5dd674ba9b66eb60beb76b0c,APPROVED,2020-09-13 09:46:39.692000,2020-09-13 10:04:43.285000,1083.593,40.0,164,2,100,2020-09-15 20:27:44.351000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,,English,United Kingdom,Female,No
5f5debc4e585c36338019b42,5dda7e609d9e309e55d8eeb2,APPROVED,2020-09-13 09:52:04.731000,2020-09-13 10:07:47.574000,942.843,30.0,45,0,100,2020-09-15 20:28:23.848000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,English,English,United Kingdom,Male,Yes
5f5e6eb2b17ec47154311926,5dfedfbb557425b599c8c523,APPROVED,2020-09-13 19:11:34.942000,2020-09-13 19:22:47.461000,672.5189999999999,52.0,170,1,100,2020-09-15 20:30:11.883000,4EDDAF87,United Kingdom,United Kingdom,Unemployed (and job seeking),English,English,English,United Kingdom,Female,No
5f5dec31477559648256ef6d,5ec711c5aac685150cad9267,APPROVED,2020-09-13 09:54:00.982000,2020-09-13 10:01:48.164000,467.182,19.0,66,7,87,2020-09-15 20:28:52.774000,4EDDAF87,Ireland,Ireland,Part-Time,English,,English,Ireland,Female,Yes
5f5dec142b5106644c91365b,5ed1570aabecc609ed7ebd0f,APPROVED,2020-09-13 09:55:35.024000,2020-09-13 10:16:40.209000,1265.185,30.0,88,0,100,2020-09-15 20:28:48.591000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Male,No
5f5dec1d90746901b1636738,5edf94ca75bfd126354e13b9,APPROVED,2020-09-13 09:53:38.267000,2020-09-13 10:02:11.609000,513.342,33.0,82,1,100,2020-09-15 20:28:50.607000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,,English,United Kingdom,Male,No
5f5dec606352f064c17de050,5f2eb5f008db3324386a4ffc,APPROVED,2020-09-13 09:55:11.899000,2020-09-13 10:07:41.432000,749.533,37.0,22,0,100,2020-09-15 20:29:07.056000,4EDDAF87,United Kingdom,Spain,Full-Time,DATA EXPIRED,English,English,United Kingdom,Male,No
5f5de93f98de7b025d50e521,5f4eb4e69ecd220f1161dd8c,APPROVED,2020-09-13 09:41:39.286000,2020-09-13 09:54:07.654000,748.368,32.0,18,0,100,2020-09-15 20:27:27.089000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,,English,English,United Kingdom,Male,No
5f5e6eadef698a0f141248cc,5b6f3423857ca30001af2637,APPROVED,2020-09-13 19:10:42.723000,2020-09-13 19:21:13.803000,631.08,,9,1,96,2020-09-15 20:30:00.868000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,,English,United Kingdom,Female,No
5f5deca684523b6425a12b72,59801f280379b400014dff9c,APPROVED,2020-09-13 09:55:53.074000,2020-09-13 10:04:44.727000,531.653,49.0,485,6,99,2020-09-15 20:29:29.924000,4EDDAF87,United Kingdom,United Kingdom,Part-Time,English,English,English,United Kingdom,Female,No
5f5debe4ff319a04572f6cb5,5a8c4425ae9a0b0001aa2260,APPROVED,2020-09-13 09:52:36.280000,2020-09-13 10:00:48.323000,492.043,25.0,226,2,100,2020-09-15 20:28:27.886000,4EDDAF87,United Kingdom,United Kingdom,Other,English,,English,United Kingdom,Female,Yes
5f5deb51c810f60303caafbb,5c509355b65d46000189ada6,APPROVED,2020-09-13 09:50:14.352000,2020-09-13 10:22:45.329000,1950.977,43.0,336,3,100,2020-09-15 20:28:07.367000,4EDDAF87,United Kingdom,United Kingdom,Full-Time,English,English,English,United Kingdom,Female,No
5f5deaa11b86c063ddc594e8,5d24dfa45bb1fe001897995b,APPROVED,2020-09-13 09:47:24.365000,2020-09-13 09:57:11.525000,587.16,69.0,292,0,100,2020-09-15 20:27:48.811000,4EDDAF87,United Kingdom,United Kingdom,Part-Time,English,,English,United Kingdom,Female,No
5f5dec37ef2d8e641c6e700c,5d274ff3ba8e9e0019878725,APPROVED,2020-09-13 09:54:01.831000,2020-09-13 10:06:29.414000,747.5830000000003,45.0,231,7,96,2020-09-15 20:28:56.782000,4EDDAF87,United Kingdom,United Kingdom,Unemployed (and job seeking),English,English,English,United Kingdom,Female,No
5f5debfe84b3366487dabead,5ef10039d2f5e76c90c4ddb3,APPROVED,2020-09-13 09:53:02.336000,2020-09-13 10:01:37.671000,515.335,23.0,63,0,100,2020-09-15 20:28:40.406000,4EDDAF87,Canada,Canada,Unemployed (and job seeking),English,English,English,Canada,Male,Yes
5f5df83ee585c364399caf78,5f11a8920a200d04be2d952e,APPROVED,2020-09-13 10:45:21.251000,2020-09-13 10:59:06.753000,825.502,25.0,22,0,100,2020-09-15 20:29:52.841000,4EDDAF87,Croatia,United Kingdom,Unemployed (and job seeking),English,English,"Croatian, English, Serbian",Croatia,Female,Yes
5f5dec1033291064814cf97d,5f383c7bbd56880ee4aff419,APPROVED,2020-09-13 09:53:20.791000,2020-09-13 10:14:35.677000,1274.886,34.0,17,0,100,2020-09-15 20:28:44.322000,4EDDAF87,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",,English,English,United Kingdom,Female,No
5f5de9b5d9786f0402a42483,5f38e2eb8b761f000829d637,APPROVED,2020-09-13 09:43:19.855000,2020-09-13 09:49:14.390000,354.535,20.0,8,0,100,2020-09-15 20:27:29.278000,4EDDAF87,United Kingdom,United Kingdom,Unemployed (and job seeking),,English,"English, Urdu",United Kingdom,Female,Yes
5f5deb3a683e30659f57b413,5cf6e4aae289a80019b6e032,APPROVED,2020-09-13 09:49:48.259000,2020-09-13 10:05:42.647000,954.388,47.0,261,5,98,2020-09-15 20:28:03.223000,4EDDAF87,United Kingdom,United Kingdom,Part-Time,English,,English,United Kingdom,Female,No
